,0,1,2
0,0.018460750579833984,0.051210880279541016,0.11289525032043457
1,0.05267333984375,0.27910447120666504,1.2577877044677734
2,0.31581735610961914,4.585043907165527,70.79298758506775
3,0.07252645492553711,0.4739506244659424,2.341230869293213
4,0.10456633567810059,0.9719216823577881,8.39487886428833
5,0.020493507385253906,0.041083574295043945,0.04913949966430664
6,0.13185358047485352,1.3483874797821045,13.719706535339355
7,0.01567673683166504,0.04692959785461426,0.24845004081726074
8,0.004001140594482422,0.007998228073120117,0.017998456954956055
9,0.010027170181274414,0.04799675941467285,0.14963507652282715
10,0.031247615814208984,0.18480801582336426,0.7946779727935791
11,0.0823369026184082,0.7095005512237549,5.971173524856567
12,0.01201772689819336,0.03802657127380371,0.09602165222167969
13,0.2929959297180176,2.4639639854431152,20.8014874458313
14,1.7260618209838867,21.457555532455444,400.4836962223053
15,0.0020313262939453125,0.0040035247802734375,0.007039070129394531
16,0.07702970504760742,0.48599958419799805,3.22499680519104
17,0.00299835205078125,0.011003494262695312,0.027001619338989258
18,0.006029605865478516,0.018027305603027344,0.0320284366607666
19,0.01700425148010254,0.07000064849853516,0.2680017948150635
20,0.02903914451599121,0.20104074478149414,1.3009979724884033
21,0.0009996891021728516,0.0029997825622558594,0.00400090217590332
22,0.013999223709106445,0.08304381370544434,0.37304067611694336
23,0.00401759147644043,0.011016368865966797,0.019016027450561523
24,0.009010076522827148,0.022008419036865234,0.03696703910827637
25,0.026967287063598633,0.11096644401550293,0.4699692726135254
26,0.19900250434875488,1.4369697570800781,18.307326793670654
27,1.4612176418304443,20.483710289001465,343.5813419818878
28,0.0690004825592041,0.1520226001739502,0.29700255393981934
29,0.012032508850097656,0.039034366607666016,0.10203194618225098
30,0.06002354621887207,0.42997050285339355,2.6827478408813477
31,0.012218952178955078,0.06360125541687012,0.25844454765319824
32,0.023034095764160156,0.11867880821228027,0.6671819686889648
33,0.0,0.0,0.022216081619262695
34,0.11585617065429688,1.0120925903320312,8.999269247055054
35,0.0,0.0,0.0
36,0.05275774002075195,0.2637159824371338,1.1319196224212646
37,0.012207269668579102,0.020324230194091797,0.08295226097106934
38,0.0,0.00806570053100586,0.00806570053100586
39,0.010061264038085938,0.0201873779296875,0.04842805862426758
40,0.003994941711425781,0.012999296188354492,0.018996477127075195
41,0.021046161651611328,0.1051168441772461,0.5567312240600586
42,0.06398344039916992,0.28542613983154297,0.8858065605163574
43,0.09093213081359863,0.39759254455566406,2.868104934692383
44,0.261660099029541,0.5652177333831787,0.6483538150787354
45,0.0,0.010061502456665039,0.02569723129272461
46,0.031232118606567383,0.15024852752685547,0.392780065536499
47,0.02000594139099121,0.06708502769470215,0.19974017143249512
48,0.18223285675048828,0.7074339389801025,4.366370439529419
49,0.012228250503540039,0.05303549766540527,0.20707154273986816
50,0.04710745811462402,0.18004536628723145,0.8000233173370361
51,0.012286901473999023,0.04077911376953125,0.1555492877960205
52,0.0,0.0,0.0
53,0.0021469593048095703,0.010323047637939453,0.012466669082641602
54,0.002046346664428711,0.010155439376831055,0.022359848022460938
55,0.700369119644165,7.075370788574219,92.3565719127655
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.040914058685302734,0.25136637687683105,3.130929470062256
